gene_name	omim_inheritance	omim_phenotype
p40-ARC	AR	immunodeficiency 71 with inflammatory disease and congenital thrombocytopenia, 617718 (3),
p40.5		
P400		
p40phox	AR	chronic granulomatous disease 3, 613960 (3),
p41-ARC	AR	immunodeficiency 71 with inflammatory disease and congenital thrombocytopenia, 617718 (3),
p41mapk	AD	noonan syndrome 13, 619087 (3),
P41NOXA		
P41NOXB		
P41NOXC		
p42		
p42.3		
P42pop		
p43	AR	leukodystrophy, hypomyelinating, 3, 260600 (3),
p44		
p44.5		
p44CTLH		
p44EMLP		
p44erk1		
p44mapk		
p44S10		
p45		
p45/SUG		
P450-14DM		
P450-C		
P450-CC24	AR	hypercalcemia, infantile, 1, 143880 (3),
P450-DB1	AR	{debrisoquine sensitivity}, 608902 (3), ; {codeine sensitivity}, 608902 (3),
P450-HFLA		
P450aldo	AR	aldosterone to renin ratio raised (3); hypoaldosteronism, congenital, due to cmo ii deficiency, 610600 (3), ; {low renin hypertension, susceptibility to} (3); hypoaldosteronism, congenital, due to cmo i deficiency, 203400 (3),
P450c1	AR	vitamin d-dependent rickets, type i, 264700 (3),
P450C11	AR,AD	adrenal hyperplasia, congenital, due to 11-beta-hydroxylase deficiency, 202010 (3), ; aldosteronism, glucocorticoid-remediable, 103900 (3),
P450C17	AR	17-alpha-hydroxylase/17,20-lyase deficiency, 202110 (3), ; 17,20-lyase deficiency, isolated, 202110 (3),
P450c21B	AR	adrenal hyperplasia, congenital, due to 21-hydroxylase deficiency, 201910 (3), ; hyperandrogenism, nonclassic type, due to 21-hydroxylase deficiency, 201910 (3),
P450C2D	AR	{debrisoquine sensitivity}, 608902 (3), ; {codeine sensitivity}, 608902 (3),
P450DX		
P450IIC17		
P450IIC19	AR	clopidogrel, impaired responsiveness to, 609535 (3), ; mephenytoin poor metabolizer, 609535 (3), ; proguanil poor metabolizer, 609535 (3), ; omeprazole poor metabolizer, 609535 (3),
P450IIC9	AD	warfarin sensitivity, 122700 (3), ; tolbutamide poor metabolizer (3)
P450L1		
P450PCN3	MF	{hypertension, salt-sensitive essential, susceptibility to}, 145500 (3),
P450RAI		
P450RAI-2		craniosynostosis with radiohumeral fusions and other skeletal and craniofacial anomalies, 614416 (3)
P450RAI1		
P450SCC		adrenal insufficiency, congenital, with 46xy sex reversal, partial or complete, 613743 (3)
p460	AR	immunodeficiency 26, with or without neurologic abnormalities, 615966 (3),
p47		squamous cell carcinoma, head and neck, somatic, 275355 (3)
P47		
p47ING1a		squamous cell carcinoma, head and neck, somatic, 275355 (3)
p47ING3		
p47phox	AR	chronic granulomatous disease 1, 233700 (3),
p48	AR	pancreatic and cerebellar agenesis, 609069 (3), ; pancreatic agenesis 2, 615935 (3),
P48		
p49		
p49/p100	AD	immunodeficiency, common variable, 10, 615577 (3),
p493F12		
P4H-TM	AR	hypotonia, hypoventilation, impaired intellectual development, dysautonomia, epilepsy, and eye abnormalities, 618493 (3),
P4HA		
P4HA1		
P4HA2	AD	myopia 25, 617238 (3),
P4HA3		
P4HB	AD	cole-carpenter syndrome 1, 112240 (3),
P4Hbeta	AD	cole-carpenter syndrome 1, 112240 (3),
P4HTM	AR	hypotonia, hypoventilation, impaired intellectual development, dysautonomia, epilepsy, and eye abnormalities, 618493 (3),
p5	AR	pontocerebellar hypoplasia, type 1d, 618065 (3),
P5		
P5-1		
P5'N-1	AR	anemia, hemolytic, due to umph1 deficiency, 266120 (3),
p50	AR,AD,AR	immunodeficiency with hyper-igm, type 3, 606843 (3), |immunodeficiency, common variable, 12, 616576 (3), |spinal muscular atrophy with congenital bone fractures 2, 616867 (3), ; barrett esophagus/esophageal adenocarcinoma, 614266 (3)
P50		
P500		
P504S	AR	bile acid synthesis defect, congenital, 4, 214950 (3), ; alpha-methylacyl-coa racemase deficiency, 614307 (3),
P50BP		
P50CDC37		
p50rhoGAP		
p51	AD	limb-mammary syndrome, 603543 (3), ; orofacial cleft 8, 618149 (3); split-hand/foot malformation 4, 605289 (3), ; hay-wells syndrome, 106260 (3), ; ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3, 604292 (3), ; rapp-hodgkin syndrome, 129400 (3), ; adult syndrome, 103285 (3),
P51		
P518		
p52	AD	immunodeficiency, common variable, 10, 615577 (3),
P52		
p528	AR	[skin/hair/eye pigmentation 1, blue/nonblue eyes], 227220 (3), ; mental retardation, 38, 615516 (3), ; [skin/hair/eye pigmentation 1, blond/brown hair], 227220 (3),
P52rIPK		
p53	AD	{adrenocortical carcinoma, pediatric}, 202300 (3), ; {glioma susceptibility 1}, 137800 (3), somatic mutation; {basal cell carcinoma 7}, 614740 (3), ; bone marrow failure syndrome 5, 618165 (3), ; {colorectal cancer}, 114500 (3), somatic mutation; nasopharyngeal carcinoma, somatic, 607107 (3); breast cancer, somatic, 114480 (3); {osteosarcoma}, 259500 (3), somatic mutation; {choroid plexus papilloma}, 260500 (3), ; li-fraumeni syndrome, 151623 (3), ; hepatocellular carcinoma, somatic, 114550 (3); pancreatic cancer, somatic, 260350 (3)
p532	AR	macrocephaly, dysmorphic facies, and psychomotor retardation, 617011 (3),
p53AIP1		
p53BP2-like		
p53CP	AD	limb-mammary syndrome, 603543 (3), ; orofacial cleft 8, 618149 (3); split-hand/foot malformation 4, 605289 (3), ; hay-wells syndrome, 106260 (3), ; ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3, 604292 (3), ; rapp-hodgkin syndrome, 129400 (3), ; adult syndrome, 103285 (3),
p53CSV		
P53CSV		
P53DINP1		
P53N		
p53R2	AD,AR	progressive external ophthalmoplegia with mitochondrial dna deletions, 5, 613077 (3), ; mitochondrial dna depletion syndrome 8a (encephalomyopathic type with renal tubulopathy), 612075 (3), ; mitochondrial dna depletion syndrome 8b (mngie type), 612075 (3),
p53RDL1		
P53RFP		
P53TG3		
p54		
P54	XL	{major depressive disorder and accelerated response to antidepressant drug treatment}, 608516 (3)|mental retardation, syndromic 34, 300967 (3),
P542		
p54a		
p54bSAPK		
P54NRB	XL	mental retardation, syndromic 34, 300967 (3),
p55	AD	stankiewicz-isidor syndrome, 617516 (3),
p55c-fgr		
p55CDC		
p55T		
p56		
P56		
p56dok-2		
p57	AR	immunodeficiency 8, 615401 (3),
P57	AD,AD	beckwith-wiedemann syndrome, 130650 (3), ; wilms tumor 2, 194071 (3), somatic mutation; silver-russell syndrome 1, 180860 (3), |image syndrome, 614732 (3), ; beckwith-wiedemann syndrome, 130650 (3),
p58		
P58	AR	?ataxia, combined cerebellar and peripheral, with hearing loss and diabetes mellitus, 616192 (3),
p58.1		
p58(IPK)	AR	?ataxia, combined cerebellar and peripheral, with hearing loss and diabetes mellitus, 616192 (3),
p58GTA		
P58IPK	AR	?ataxia, combined cerebellar and peripheral, with hearing loss and diabetes mellitus, 616192 (3),
p59OASL		
P5C	AR	cutis laxa, type iiib, 614438 (3); cutis laxa, type iib, 612940 (3),
P5CDh	AR	hyperprolinemia, type ii, 239510 (3),
P5CR2	AR	leukodystrophy, hypomyelinating, 10, 616420 (3),
P5CS	AR,AD	cutis laxa, type iiia, 219150 (3), ; cutis laxa, 3, 616603 (3), ; spastic paraplegia 9b, 616586 (3), ; spastic paraplegia 9a, 601162 (3),
p6	AR	pontocerebellar hypoplasia, type 1d, 618065 (3),
p60	AD,AR	frontotemporal dementia and/or amyotrophic lateral sclerosis 3, 616437 (3), ; neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset, 617145 (3), ; myopathy, distal, with rimmed vacuoles, 617158 (3), ; paget disease of bone 3, 167250 (3),
P60		
p600		
P600	AD	{allergic rhinitis, susceptibility to}, 607154 (3); {asthma, susceptibility to}, 600807 (3),
p60TRP		
p619	AR	macrocephaly, dysmorphic facies, and psychomotor retardation, 617011 (3),
p62	AD,AD,AR,AR	{diabetes mellitus, noninsulin-dependent, susceptibility to}, 125853 (3), |frontotemporal dementia and/or amyotrophic lateral sclerosis 3, 616437 (3), ; neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset, 617145 (3), ; myopathy, distal, with rimmed vacuoles, 617158 (3), ; paget disease of bone 3, 167250 (3), |striatonigral degeneration, infantile, 271930 (3),
P62	AD	{diabetes mellitus, noninsulin-dependent, susceptibility to}, 125853 (3),
p621		
p62B	AD,AR	frontotemporal dementia and/or amyotrophic lateral sclerosis 3, 616437 (3), ; neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset, 617145 (3), ; myopathy, distal, with rimmed vacuoles, 617158 (3), ; paget disease of bone 3, 167250 (3),
p62dok		
p63	AD	limb-mammary syndrome, 603543 (3), ; orofacial cleft 8, 618149 (3); split-hand/foot malformation 4, 605289 (3), ; hay-wells syndrome, 106260 (3), ; ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3, 604292 (3), ; rapp-hodgkin syndrome, 129400 (3), ; adult syndrome, 103285 (3),
P63		
p63RhoGEF		
p64	AD	craniosynostosis 3, 615314 (3),
p64H1		
P64H1		
p65	AD	?mucocutaneous ulceration, chronic, 618287 (3),
P65	AD	baker-gordon syndrome, 618218 (3),
p66		
p66alpha		
P66beta	AD	gand syndrome, 615074 (3),
p67		
p67phox	AR	chronic granulomatous disease 2, 233710 (3),
p68		
p7	AR	short stature, hearing loss, retinitis pigmentosa, and distinctive facies, 617763 (3),
P70-BETA		
p70(S6K)-alpha		
P70R	AR	methylmalonic aciduria and homocystinuria, cblj type, 614857 (3),
p70S6Kb		
P71		
P72		
P73		
p73H	AD	limb-mammary syndrome, 603543 (3), ; orofacial cleft 8, 618149 (3); split-hand/foot malformation 4, 605289 (3), ; hay-wells syndrome, 106260 (3), ; ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3, 604292 (3), ; rapp-hodgkin syndrome, 129400 (3), ; adult syndrome, 103285 (3),
p73L	AD	limb-mammary syndrome, 603543 (3), ; orofacial cleft 8, 618149 (3); split-hand/foot malformation 4, 605289 (3), ; hay-wells syndrome, 106260 (3), ; ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3, 604292 (3), ; rapp-hodgkin syndrome, 129400 (3), ; adult syndrome, 103285 (3),
p75	AD	agammaglobulinemia 8, 616941 (3),
p75/AIRM1		
p75NTR		
P76		
P78		
P79PIF		
P7BP2		
p8		
P8		
P80		
p80-coilin		
p82		
p84		
P84		
p85	AR,AD,AD	?agammaglobulinemia 7, 615214 (3), ; short syndrome, 269880 (3), ; immunodeficiency 36, 616005 (3), |megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1, 603387 (3),
P85		
p85-ALPHA	AR,AD	?agammaglobulinemia 7, 615214 (3), ; short syndrome, 269880 (3), ; immunodeficiency 36, 616005 (3),
P85B	AD	megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1, 603387 (3),
P85COOL1		
P85SPR		
P87		
p87PIKAP		
P89		
p8MTCP1		
p9	AR	pontocerebellar hypoplasia, type 1c, 616081 (3),
p90	AR	immunodeficiency 46, 616740 (3),
P90		
p90Rsk		
p92	AR	nephrotic syndrome, type 21, 618594 (3),
p94	AR,AD	muscular dystrophy, limb-girdle, 1, 253600 (3), ; muscular dystrophy, limb-girdle, 4, 618129 (3),
P96PIF		
p97	AD,AR	inclusion body myopathy with early-onset paget disease and frontotemporal dementia 1, 167320 (3), ; charcot-marie-tooth disease, type 2y, 616687 (3), ; frontotemporal dementia and/or amyotrophic lateral sclerosis 6, 613954 (3)|neurodevelopmental disorder with microcephaly, cataracts, and renal abnormalities, 617913 (3),
P97		
p99		
P9KA		
Pa		
PA	AR	?hermansky-pudlak syndrome 9, 614171 (3), |spherocytosis, type 5, 612690 (3)
PA-FABP		
PA-PLA1	AR	spastic paraplegia 28, 609340 (3),
PA1		
PA2.26		
PA200		
PA26		
PA28-gamma		
PA28alpha		
PA28beta		
PA28G		
PA2G4		
PAAT		
PAB1		
PAB2	AD	oculopharyngeal muscular dystrophy, 164300 (3),
PABIR1		
PABP1		
PABP2	AD	oculopharyngeal muscular dystrophy, 164300 (3),
PABP5		
PABPC1		
PABPC2		
PABPC4		
PABPC5		
PABPL1		
PABPN1	AD	oculopharyngeal muscular dystrophy, 164300 (3),
PAC		
PAC-1		
PAC1		gastric cancer, somatic, 613659 (3); prostate cancer, somatic, 176807 (3)
PAC1R		
pac2	AR	kenny-caffey syndrome, type 1, 244460 (3), ; hypoparathyroidism-retardation-dysmorphism syndrome, 241410 (3), ; encephalopathy, progressive, with amyotrophy and optic atrophy, 617207 (3),
PAC2	AR	?proteasome-associated autoinflammatory syndrome 4, 619183 (3),
PAC3		
PAC4		
PACAP		
PACAPR		
PACC1		
PACE		
PACE-1		
PACE1		
PACE4		
PACER		
PACERR		
PACRG		
PACS1	AD	schuurs-hoeijmakers syndrome, 615009 (3),
PACS1L	AD	developmental and epileptic encephalopathy 66, 618067 (3),
PACS2	AD	developmental and epileptic encephalopathy 66, 618067 (3),
PACSIN1		
PACSIN2		
PACSIN3		
PACT	AR	dystonia 16, 612067 (3),
PAD		
pad1		
PAD1		
PADGEM		
PADI1		
PADI2		
PADI3	AR	uncombable hair syndrome, 191480 (3),
PADI4		
PADI5		
PADI6	AR	preimplantation embryonic lethality 2, 617234 (3),
pADPRT-3		
PAEG		
PAELR		
PAEP		
PAF-1	AR	peroxisome biogenesis disorder 5a (zellweger), 614866 (3), ; peroxisome biogenesis disorder 5b, 614867 (3),
PAF-2	AR,AD	peroxisome biogenesis disorder 4b, 614863 (3), ; heimler syndrome 2, 616617 (3), ; peroxisome biogenesis disorder 4a (zellweger), 614862 (3),
PAF1		
PAF15		
PAF400	AD	developmental delay with or without dysmorphic facies and autism, 618454 (3), ; ?deafness, 75, 618778 (3),
PAF49		
PAFAH	AD,AR,AD	{asthma, susceptibility to}, 600807 (3), ; platelet-activating factor acetylhydrolase deficiency, 614278 (3), ; {atopy, susceptibility to}, 147050 (3), |subcortical laminar heterotopia, 607432 (3), ; lissencephaly 1, 607432 (3),
PAFAH1B1	AD	subcortical laminar heterotopia, 607432 (3), ; lissencephaly 1, 607432 (3),
PAFAH1B2		
PAFAH1B3		
PAFAH2		
PAFR		
PAG		
PAG1		
PAG608		
PAGA	AR	methylmalonic aciduria and homocystinuria, cblc type, digenic, 277400 (3),
PAGE-1		
PAGE-2		
PAGE-3		
PAGE-4		
PAGE-5		
PAGE1		
PAGE2		
PAGE3		
PAGE4		
PAGE5		
PAGM	AR	immunodeficiency 23, 615816 (3),
PAGR1		
PAH	AR	[hyperphenylalaninemia, non-pku mild], 261600 (3), ; phenylketonuria, 261600 (3),
PAHT		
PAHX	AR	refsum disease, 266500 (3),
PAI	AR,AD	{transcription of plasminogen activator inhibitor, modulator of} (3); plasminogen activator inhibitor-1 deficiency, 613329 (3),
PAI-2		
PAI-RBP1		
PAI1	AR,AD	{transcription of plasminogen activator inhibitor, modulator of} (3); plasminogen activator inhibitor-1 deficiency, 613329 (3),
PAI2		
PAI3		
PAICS		
PAIP1		
PAIP2		
PAIP2A		
PAIP2B		
PAIRBP1		
PAIS		
Pak-2		
PAK1	AD	intellectual developmental disorder with macrocephaly, seizures, and speech delay, 618158 (3),
PAK1IP1		
PAK2		
PAK3	XL,XLR	mental retardation, 30/47, 300558 (3),
PAK4		
PAK5		
PAK6		
PAK65		
PAKgamma		
PAL		
PALB	AD	amyloidosis, hereditary, transthyretin-related, 105210 (3), ; [dystransthyretinemic hyperthyroxinemia], 145680 (3), ; carpal tunnel syndrome, familial, 115430 (3),
PALB2	AD	{pancreatic cancer, susceptibility to, 3}, 613348 (3); fanconi anemia, complementation group n, 610832 (3); {breast cancer, susceptibility to}, 114480 (3), somatic mutation
PalBH		
PALD		
PALD1		
PALLD	AD	{pancreatic cancer, susceptibility to, 1}, 606856 (3),
PALM		
PALM1		
PALM2-AKAP2		
PALM2AKAP2		
PALMCOX	AD,AR	mitchell syndrome, 618960 (3), ; peroxisomal acyl-coa oxidase deficiency, 264470 (3),
PALMD		
PALML		
PALP		
PALS	AR	periodontitis 1, juvenile, 170650 (3), ; papillon-lefevre syndrome, 245000 (3), ; haim-munk syndrome, 245010 (3),
PALS1		
PALS2		
PAM		
PAM-1		
PAM14		
PAM16	AR	spondylometaphyseal dysplasia, megarbane-dagher-melike type, 613320 (3),
Pam18	AR	3-methylglutaconic aciduria, type v, 610198 (3),
PAMCI		
PAMM		
PAN1		
PAN10		
PAN11		
PAN12		
PAN13		
PAN1B		
PAN2		
PAN3		
PAN4		
PAN5		
PAN6	AD	familial cold autoinflammatory syndrome 2, 611762 (3),
PAN7	AR	hydatidiform mole, recurrent, 1, 231090 (3),
PAN8		
PANCR		
PANDA		
PANDAR		
PANDER		
Pane1		
PANG		
PANK		
PANK1		
PANK1a		
PANK1b		
PANK2	AR	harp syndrome, 607236 (3), ; neurodegeneration with brain iron accumulation 1, 234200 (3),
PANK3		
PANK4		
PANP		
PANTR1		
PANX1	AD	oocyte maturation defect 7, 618550 (3),
PANX2		
PANX3		
PAO		
PAOh1		
PAOX		
PAP		
PAP-1	AD	?retinitis pigmentosa 9, 180104 (3),
PAP-1BP		
PAP-2a		
PAP-2b		
PAP-2c		
PAP-A	AD	polydactyly, postaxial, types a1 and b, 174200 (3), ; greig cephalopolysyndactyly syndrome, 175700 (3), ; polydactyly, preaxial, type iv, 174700 (3), ; pallister-hall syndrome, 146510 (3),
PAP-II		
PAP1		
PAP1B		
PAP2		
PAP2D		
PAP39		
PAP41		
PAP7		
PAPA	AD	polydactyly, postaxial, types a1 and b, 174200 (3), ; greig cephalopolysyndactyly syndrome, 175700 (3), ; polydactyly, preaxial, type iv, 174700 (3), ; pallister-hall syndrome, 146510 (3),
PAPA-1		
PAPA1	AD	polydactyly, postaxial, types a1 and b, 174200 (3), ; greig cephalopolysyndactyly syndrome, 175700 (3), ; polydactyly, preaxial, type iv, 174700 (3), ; pallister-hall syndrome, 146510 (3),
PAPAS	AD	pyogenic sterile arthritis, pyoderma gangrenosum, and acne, 604416 (3),
PAPB	AD	polydactyly, postaxial, types a1 and b, 174200 (3), ; greig cephalopolysyndactyly syndrome, 175700 (3), ; polydactyly, preaxial, type iv, 174700 (3), ; pallister-hall syndrome, 146510 (3),
PAPC		
PAPD1	AR	?spastic ataxia 4, 613672 (3),
PAPD3		
PAPD4		
PAPD5		
PAPD6		
PAPD7		
PAPK		
PAPL		
PAPL1		
PAPLA1	AR	spastic paraplegia 28, 609340 (3),
PAPLN		
PAPOLA		
PAPOLB		
PAPOLG		
PAPP-A		
PAPPA		
PAPPA-AS		
PAPPA-AS1		
PAPPA1		
PAPPAS		
PAPSS		
PAPSS1		
PAPSS2	AR	brachyolmia 4 with mild epiphyseal and metaphyseal changes, 612847 (3),
PAPST2		
PAPT		
PAQR1		
PAQR10		
PAQR11		
PAQR2		
PAQR3		
PAQR4		
PAQR5		
PAQR6		
PAQR7		
PAQR8		
PAQR9		
PAR		
PAR-1		
PAR-1A	AR	?visual impairment and progressive phthisis bulbi, 618283 (3),
PAR-1B		
PAR-1C		
PAR-1D		
par-4		
PAR-5		
PAR-6		
PAR-6A		
PAR-6B		
PAR-6G		
PAR1	AR	brown-vialetto-van laere syndrome 2, 614707 (3),
PAR14		
PAR17		
Par1b		
PAR2	AD	riboflavin deficiency, 615026 (3),
PAR3		
PAR4		
PAR5		
PAR6alpha		
PAR6gamma		
parafibromin	AD	parathyroid adenoma with cystic changes, 145001 (3), ; hyperparathyroidism-jaw tumor syndrome, 145001 (3), ; parathyroid carcinoma, 608266 (3); hyperparathyroidism, familial primary, 145000 (3),
ParaT		
PARAXIS		
PARC		
PARC1	AR	meier-gorlin syndrome 1, 224690 (3),
PARD3		
PARD3A		
PARD6A		
PARD6B		
PARD6G		
Parf		
PARG		
PARG1		
PARI		
PARIS		
PARIS1		
PARK1	AD	dementia, lewy body, 127750 (3), ; parkinson disease 1, 168601 (3), ; parkinson disease 4, 605543 (3),
PARK11		{parkinson disease 11}, 607688 (3)
PARK13	AR	{parkinson disease 13}, 610297 (3); 3-methylglutaconic aciduria, type viii, 617248 (3),
PARK14	AR	infantile neuroaxonal dystrophy 1, 256600 (3), ; parkinson disease 14, 612953 (3), ; neurodegeneration with brain iron accumulation 2b, 610217 (3),
PARK15	AR	parkinson disease 15, 260300 (3),
PARK17	AD	{parkinson disease 17}, 614203 (3),
PARK18	AD	{parkinson disease 18}, 614251 (3),
PARK19	AR	parkinson disease 19b, early-onset, 615528 (3), ; parkinson disease 19a, juvenile-onset, 615528 (3),
PARK2	AR	parkinson disease, juvenile, type 2, 600116 (3), ; ovarian cancer, somatic, 167000 (3); adenocarcinoma of lung, somatic, 211980 (3)
PARK20	AR	developmental and epileptic encephalopathy 53, 617389 (3), ; parkinson disease 20, early-onset, 615530 (3),
PARK2CRG		
PARK4	AD	dementia, lewy body, 127750 (3), ; parkinson disease 1, 168601 (3), ; parkinson disease 4, 605543 (3),
PARK5	AR,AD	spastic paraplegia 79, 615491 (3), ; {?parkinson disease 5, susceptibility to}, 613643 (3),
PARK6	AR	parkinson disease 6, early onset, 605909 (3),
PARK7	AR	parkinson disease 7, early-onset, 606324 (3),
PARK8	AD	{parkinson disease 8}, 607060 (3),
PARK9	AR	kufor-rakeb syndrome, 606693 (3), ; spastic paraplegia 78, 617225 (3),
parkin	AR	parkinson disease, juvenile, type 2, 600116 (3), ; ovarian cancer, somatic, 167000 (3); adenocarcinoma of lung, somatic, 211980 (3)
PARL		
PARM1		
PARN	AD,AR	pulmonary fibrosis and/or bone marrow failure, telomere-related, 4, 616371 (3), ; dyskeratosis congenita, 6, 616353 (3),
PARP		
PARP-1		
PARP-12		
PARP-5a		
PARP-7		
PARP1		
PARP11		
PARP12		
PARP13		
PARP14		
PARP15		
PARP2		
PARP3		
PARP4		
PARP5A		
PARP7		
PARP9		
PARPBP		
PARS	AR	leukodystrophy, hypomyelinating, 15, 617951 (3),
PARS2	AR	developmental and epileptic encephalopathy 75, 618437 (3),
PART1		
pART14		
pART5		
pART7		
pART8		
PARTICL		
PARTICLE		
PARVA		
PARVB		
PARVG		
PARX		
Pas1c1		
PASD1		
PASD10		
PASD2	AD	erythrocytosis, familial, 4, 611783 (3),
PASD3		
PASD4		
PASD5		
PASD6		
PASD7		
PASD8		
PASD9		
PASG	AR	immunodeficiency-centromeric instability-facial anomalies syndrome 4, 616911 (3),
pasha		
PASK		
PASKIN		
PAST1		
PAST2		
PAST3		
PAST4		
PAT1		
PAT133		
Pat1a	AR	oocyte maturation defect 4, 617743 (3),
Pat1b		
PAT2	AR,AD	iminoglycinuria, digenic, 242600 (3), digenic ; hyperglycinuria, 138500 (3),
PAT4		
PATE		
PATE1		
PATJ		
PATL1		
PATL2	AR	oocyte maturation defect 4, 617743 (3),
PATZ		
PATZ1		
PATZ2	AR	immunodeficiency-centromeric instability-facial anomalies syndrome 2, 614069 (3),
Paul		
PAWP		
PAWR		
PAX1	AR	otofaciocervical syndrome 2, 615560 (3),
PAX2	AD	glomerulosclerosis, focal segmental, 7, 616002 (3), ; papillorenal syndrome, 120330 (3),
PAX3	AD,AR	craniofacial-deafness-hand syndrome, 122880 (3), ; rhabdomyosarcoma 2, alveolar, 268220 (3), somatic mutation; waardenburg syndrome, type 1, 193500 (3), ; waardenburg syndrome, type 3, 148820 (3),
PAX4	AD,AR	maturity-onset diabetes of the young, type ix, 612225 (3); diabetes mellitus, type 2, 125853 (3), ; {diabetes mellitus, ketosis-prone, susceptibility to}, 612227 (3),
PAX5		{leukemia, acute lymphoblastic, susceptibility to, 3}, 615545 (3)
PAX6	AD	optic nerve hypoplasia, 165550 (3), ; ?coloboma, ocular, 120200 (3), ; foveal hypoplasia 1, 136520 (3), ; aniridia, 106210 (3), ; keratitis, 148190 (3), ; anterior segment dysgenesis 5, multiple subtypes, 604229 (3), ; cataract with late-onset corneal dystrophy, 106210 (3), ; ?coloboma of optic nerve, 120430 (3), ; ?morning glory disc anomaly, 120430 (3),
PAX7	AR	myopathy, congenital, progressive, with scoliosis, 618578 (3), ; rhabdomyosarcoma 2, alveolar, 268220 (3), somatic mutation
PAX8	AD	hypothyroidism, congenital, due to thyroid dysgenesis or hypoplasia, 218700 (3),
PAX9	AD	tooth agenesis, selective, 3, 604625 (3),
PAXB		
PAXBP1		
PAXIP1		
PAXIP1L		
PAXNEB	AD	?aniridia 2, 617141 (3),
PAXX		
PB1		
PB39		
Pb99		
PBCGF		
PBCRA	AD	macular dystrophy 1, north carolina type, 136550 (3), ; chorioretinal atrophy, progressive bifocal, 600790 (3),
PBCRA1	AD	macular dystrophy 1, north carolina type, 136550 (3), ; chorioretinal atrophy, progressive bifocal, 600790 (3),
PBDX		[blood group, xg system], 314700 (3)
PBEF		
PBEF1		
PBF		
PBG1		
PBGD	AD	porphyria, acute intermittent, 176000 (3), ; porphyria, acute intermittent, nonerythroid variant, 176000 (3),
PBGS	AR	porphyria, acute hepatic, 612740 (3), ; {lead poisoning, susceptibility to}, 612740 (3),
PBHNF		
PBI		
PBIP1		
PBK		
PBK1		
PBLD		
PBLT		
PBM1		
PBMUCL1		
PBMUCL2		
PBOV1		
PBP	AR,AD	neurodevelopmental disorder with impaired intellectual development, hypotonia, and ataxia, 618292 (3), |polycystic kidney disease 1, 173900 (3),
PBP74	AR,AD	even-plus syndrome, 616854 (3), ; anemia, sideroblastic, 4, 182170 (3),
PBR		
PBRM1		
PBSF		{aids, resistance to}, 609423 (3)
PBT	AD	gastrointestinal stromal tumor, familial, 606764 (3), isolated cases, ; mastocytosis, cutaneous, 154800 (3), ; germ cell tumors, somatic, 273300 (3); leukemia, acute myeloid, somatic, 601626 (3); mastocytosis, systemic, somatic, 154800 (3); piebaldism, 172800 (3),
PBX1	AD	congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay, 617641 (3),
PBX2		
PBX2MHC		
PBX3		
PBX4		
PBXIP1		
PC	AR	pyruvate carboxylase deficiency, 266150 (3),
Pc-1	AD	polycystic kidney disease 1, 173900 (3),
PC-1	AR,AD,MF	hypophosphatemic rickets, 2, 613312 (3), ; cole disease, 615522 (3), ; {obesity, susceptibility to}, 601665 (3), , ; arterial calcification, generalized, of infancy, 1, 208000 (3), ; {diabetes mellitus, non-insulin-dependent, susceptibility to}, 125853 (3),
Pc-2	AD	polycystic kidney disease 2, 613095 (3),
PC-3		
PC-43		
PC1	AR	{obesity, susceptibility to, bmiq12}, 612362 (3); obesity with impaired prohormone processing, 600955 (3),
PC2	AD	polycystic kidney disease 2, 613095 (3),
PC3	AR	{obesity, susceptibility to, bmiq12}, 612362 (3); obesity with impaired prohormone processing, 600955 (3),
PC326		
PC3B	AR	oocyte maturation defect 8, 619009 (3),
PC4		
pc42		
PC43		
PC5		
PC6		
PC7		
PC8		
PCA	AR	ataxia, posterior column, with retinitis pigmentosa, 609033 (3),
PCA1	AR,AD,MF	hypophosphatemic rickets, 2, 613312 (3), ; cole disease, 615522 (3), ; {obesity, susceptibility to}, 601665 (3), , ; arterial calcification, generalized, of infancy, 1, 208000 (3), ; {diabetes mellitus, non-insulin-dependent, susceptibility to}, 125853 (3),
PCA2		
PCA3		
PCA4		
PCAD	AR	ectodermal dysplasia, ectrodactyly, and macular dystrophy, 225280 (3), ; hypotrichosis, congenital, with juvenile macular dystrophy, 601553 (3),
PCAF		
PCAF-b		
PCAN		
PCAN1		
PCANAP1		
PCANAP2		
PCANAP5		
PCANAP5L		
PCANAP6		
PCANAP7		
PCANAP8		
PCAP		
PCARE		retinitis pigmentosa 54, 613428 (3)
PCASP1	AR	immunodeficiency 12, 615468 (3),
PCAT-1		
PCAT1		
PCAT11		
PCAT12		
PCAT18		
PCAT19		
PCAT2		
PCAT29		
PCAT3		
PCAT4		
PCAT8		
PCAT9		
PCB	AR	pyruvate carboxylase deficiency, 266150 (3),
